track,pred_score,lab_score
normalize_5s_intro_PALMMqZLAQk.wav,0.686715841293335,0.6666666666666666
normalize_5s_intro_STpRa2JPFA0.wav,0.47732487320899963,0.3924050632911392
normalize_5s_intro_SgJMnEdtTXA.wav,0.6249569654464722,0.8620689655172413
normalize_5s_intro_NL2ZHPji3Z0.wav,0.5577491521835327,0.7934782608695652
normalize_5s_intro_EVSuxb6Ywcg.wav,0.6329644918441772,0.27472527472527475
normalize_5s_intro_wAJMhJpSCIc.wav,0.6992110013961792,0.8648648648648649
normalize_5s_intro_GphIn74Weu0.wav,0.6111819744110107,0.5520833333333334
normalize_5s_intro_gue_crpFdSE.wav,0.7938607931137085,0.4166666666666667
normalize_5s_intro_oQ0O2cd1T04.wav,0.7904137372970581,0.4625
normalize_5s_intro_vMcFA2x23FE.wav,0.7612694501876831,0.14606741573033707
normalize_5s_intro_FhvXg70ycrM.wav,0.5900542736053467,0.6323529411764706
normalize_5s_intro_lE_747E_Sdg.wav,0.650931715965271,0.8793103448275862
normalize_5s_intro_i0MrGb1hT2U.wav,0.5079528093338013,0.6031746031746031
normalize_5s_intro_bI8-2blisUM.wav,0.6967086791992188,0.6153846153846154
normalize_5s_intro_aQ06TfyA1Ks.wav,0.675995945930481,0.5866666666666667
normalize_5s_intro_ZvrysfBDzSs.wav,0.587844729423523,0.4473684210526316
normalize_5s_intro_v2seHL0pwbg.wav,0.5626461505889893,0.3896103896103896
normalize_5s_intro_BrrWNfjgHGs.wav,0.8448816537857056,0.8571428571428571
normalize_5s_intro_j1c70vRHdhQ.wav,0.7218518257141113,0.8222222222222222
normalize_5s_intro_3DCHLwOqtJs.wav,0.7913806438446045,0.7671232876712328
normalize_5s_intro_g20t_K9dlhU.wav,0.7999553680419922,0.7916666666666666
normalize_5s_intro_EH1OEWJ9C5w.wav,0.5166140794754028,0.5348837209302325
normalize_5s_intro_SCBxmcwmX7U.wav,0.5007897615432739,0.6119402985074627
