youtube_id,Music,Musical instrument,memorability_score
SQBuVfTX1ME_original_7.wav,0.44312819838523865,0.10243743658065796,0.8
a8cJLohQ_Jg_1_semitones_1.wav,0.8697921633720398,0.2456520050764084,0.5243902439024389
Yh78Ll6-ODQ_-2_semitones_2.wav,0.8284505009651184,0.5746451616287231,0.7083333333333334
Yh78Ll6-ODQ_1_semitones_3.wav,0.78089839220047,0.5854750275611877,0.7083333333333334
xhmtXrtLkgo_3_semitones_9.wav,0.6310580372810364,0.05123618617653847,0.8974358974358975
VAc0xuVa7jI_4_semitones_5.wav,0.8399943113327026,0.3627429604530335,0.96
IN1f9k8qVDk_5_semitones_3.wav,0.8937720060348511,0.27417242527008057,0.5243902439024389
SyZOAgXiPMw_3_semitones_6.wav,0.90121328830719,0.12189335376024245,0.3253012048192771
JQTlG7NxJek_-2_semitones_3.wav,0.8573707342147827,0.2288442701101303,0.3953488372093023
Tfypj4UwvvA_3_semitones_1.wav,0.7614430785179138,0.301624208688736,0.7380952380952381
72T4j04MS8o_2_semitones_2.wav,0.882438063621521,0.6703522801399231,0.3647058823529412
EfZ-dVDySzc_2_semitones_1.wav,0.7378379702568054,0.06034644693136215,0.6333333333333333
bwQ49N0jVvE_3_semitones_2.wav,0.7648296356201172,0.35037851333618164,0.8472222222222222
VAc0xuVa7jI_3_semitones_4.wav,0.8377191424369812,0.449162632226944,0.96
C7u6rtswjCU_-1_semitones_6.wav,0.9184619784355164,0.2543758153915405,0.7802197802197802
VlWs8ey2nyg_-2_semitones_2.wav,0.8789604902267456,0.3465282618999481,0.9
1juIFmPyG-Y_-5_semitones_2.wav,0.879444420337677,0.8681766986846924,0.9285714285714286
hMWoOunsMFM_2_semitones_1.wav,0.382406085729599,0.0,0.875
bwQ49N0jVvE_3_semitones_4.wav,0.8328442573547363,0.15530610084533691,0.8472222222222222
EH1OEWJ9C5w_2_semitones_6.wav,0.842534601688385,0.2377956062555313,0.5287356321839081
ftjEcrrf7r0_4_semitones_8.wav,0.9182889461517334,0.6288228034973145,0.5142857142857142
gue_crpFdSE_original_9.wav,0.8856503367424011,0.4481370747089386,0.4117647058823529
STpRa2JPFA0_4_semitones_1.wav,0.8293567895889282,0.038811113685369485,0.382716049382716
68b_HImZAig_3_semitones_6.wav,0.8321033120155334,0.6424238085746765,0.8615384615384616
6TT_UgrRHq8_2_semitones_3.wav,0.8834231495857239,0.2777745127677917,0.6792452830188679
S-zQJFRX5Fg_-2_semitones_7.wav,0.9308621883392334,0.6871532201766968,0.8701298701298701
j3DigipQ_hQ_-3_semitones_5.wav,0.9348867535591124,0.8872547149658203,0.6774193548387096
WrDJMxSKlCA_3_semitones_9.wav,0.8947347402572632,0.5314988493919373,0.6
7zz-nEVKZdc_-3_semitones_9.wav,0.8648491501808167,0.27001965045928955,0.7088607594936709
GQT8ejgV2_A_-3_semitones_4.wav,0.6925432682037354,0.24014371633529666,0.7777777777777778
99f0oH45TVc_4_semitones_9.wav,0.8743094801902771,0.5528660416603088,0.75
RCJx5VW-fQI_-3_semitones_8.wav,0.8781019449234009,0.2614312767982483,0.7246376811594203
19Q9l85Feqw_3_semitones_6.wav,0.7972205877304077,0.16620904207229614,0.6470588235294118
lYxcW8jtFw0_1_semitones_3.wav,0.7637198567390442,0.4885072708129883,0.6263736263736264
RhBb77hG0iw_3_semitones_6.wav,0.9112831950187684,0.6287854313850403,0.803030303030303
yBzk2xXE9yg_3_semitones_9.wav,0.9150447845458984,0.14240260422229767,0.5217391304347826
C5VCGM2J5ls_1_semitones_4.wav,0.8953969478607178,0.3854236900806427,0.6071428571428571
Tfypj4UwvvA_original_5.wav,0.8749306201934814,0.4532095491886139,0.7380952380952381
yBzk2xXE9yg_-1_semitones_5.wav,0.913388967514038,0.11668925732374193,0.5217391304347826
BEo0rqOZIng_-4_semitones_2.wav,0.9280057549476624,0.14281871914863584,0.875
p7j-tz1Cn4o_-5_semitones_2.wav,0.8545202016830444,0.34605538845062256,0.6
eXvBjCO19QY_4_semitones_6.wav,0.7769349813461304,0.2687665522098541,0.9166666666666666
vMcFA2x23FE_1_semitones_8.wav,0.9012241363525392,0.06510969251394272,0.14444444444444446
Et-YdmSo_3A_4_semitones_5.wav,0.8583593964576721,0.5027413964271545,0.6333333333333333
19Q9l85Feqw_4_semitones_4.wav,0.7870562672615051,0.2999177873134613,0.6470588235294118
gv7BRXvZJbI_original_4.wav,0.8774503469467163,0.2965912222862244,0.7042253521126759
0QN9KLFWn7I_-2_semitones_4.wav,0.7290527820587158,0.09272333234548567,0.5652173913043478
D4nWzd63jV4_-2_semitones_2.wav,0.8554669618606567,0.29118284583091736,0.4666666666666667
VVRszjvg3_U_-5_semitones_3.wav,0.7137235403060913,0.5941042900085449,0.8369565217391305
7pcZIsJNlAs_5_semitones_2.wav,0.5122483372688293,0.17266219854354858,0.6857142857142857
SZaZU_qi6Xc_original_3.wav,0.901365041732788,0.724258542060852,0.6551724137931034
4F1wvsJXXVY_-1_semitones_5.wav,0.904097616672516,0.06453713029623033,0.8181818181818182
hn3wJ1_1Zsg_5_semitones_3.wav,0.8953196406364441,0.06048034131526948,0.5733333333333334
3DCHLwOqtJs_5_semitones_4.wav,0.8439679145812988,0.5659337639808655,0.7702702702702703
bwQ49N0jVvE_1_semitones_5.wav,0.8501218557357788,0.6806350350379944,0.8472222222222222
jII5qoCrzYE_-1_semitones_6.wav,0.9142770171165466,0.6077480912208557,0.3896103896103896
bI7xde9-3BI_5_semitones_6.wav,0.8619778156280518,0.4269979894161224,0.5882352941176471
V-ar6MLjy5o_4_semitones_2.wav,0.8815755844116211,0.4686485230922699,0.7534246575342466
PCp2iXA1uLE_-5_semitones_8.wav,0.9137290120124816,0.34516099095344543,0.6301369863013698
j9KKh215HTs_3_semitones_1.wav,0.920557737350464,0.5566250681877136,0.525
KT-m6qTJyN0_-5_semitones_7.wav,0.8850800395011902,0.5516465902328491,0.6444444444444445
4jvQFLlRQlo_-4_semitones_3.wav,0.8387866616249084,0.13554656505584714,0.5694444444444444
1juIFmPyG-Y_2_semitones_2.wav,0.9219511151313782,0.7861047387123108,0.9285714285714286
co6WMzDOh1o_1_semitones_1.wav,0.8177235722541809,0.08867523819208145,0.2268041237113402
WRSeV_27z6k_-2_semitones_5.wav,0.8881536722183228,0.3997524678707123,0.3690476190476191
BrrWNfjgHGs_4_semitones_3.wav,0.9249011278152466,0.1792432814836502,0.8607594936708861
JeGhUESd_1o_3_semitones_2.wav,0.8211275935173035,0.27965688705444336,0.6436781609195402
SQBuVfTX1ME_2_semitones_7.wav,0.6211661100387573,0.11911194026470184,0.8
IrtcCSE2bVY_-1_semitones_1.wav,0.8938882946968079,0.2736175656318665,0.472972972972973
ytq5pGcM77w_5_semitones_7.wav,0.9099240303039552,0.8455986976623535,0.625
Srp0opA8V8o_-3_semitones_2.wav,0.9208999872207642,0.4224952161312103,0.4520547945205479
VlWs8ey2nyg_original_7.wav,0.8741167187690735,0.3359103500843048,0.9
GsPq9mzFNGY_-5_semitones_8.wav,0.8845383524894714,0.6201727986335754,0.5507246376811594
42O51bcJyq0_5_semitones_1.wav,0.8951245546340942,0.4852690994739533,0.8333333333333334
C5VCGM2J5ls_5_semitones_3.wav,0.8571205735206604,0.1450352966785431,0.6071428571428571
Jg9NbDizoPM_4_semitones_1.wav,0.8851640224456787,0.4738989174365997,0.8181818181818182
Wo2qUD1g7xM_-2_semitones_3.wav,0.8578237891197205,0.2921356558799744,0.6567164179104478
aIJuCcGFJkc_-4_semitones_3.wav,0.8813459277153015,0.2479415982961655,0.7333333333333333
72T4j04MS8o_4_semitones_3.wav,0.9037644863128662,0.7584465146064758,0.3647058823529412
AjGkbFqi67c_5_semitones_5.wav,0.8363452553749084,0.053508460521698,0.7454545454545455
KT-m6qTJyN0_4_semitones_5.wav,0.8965305685997009,0.16229143738746646,0.6444444444444445
SZaZU_qi6Xc_1_semitones_8.wav,0.8742902874946594,0.5479041934013367,0.6551724137931034
7zz-nEVKZdc_-5_semitones_7.wav,0.8665732741355896,0.6411380767822266,0.7088607594936709
1Ngn3fZIK2E_5_semitones_9.wav,0.9177990555763244,0.7583345174789429,0.3764705882352941
SQBuVfTX1ME_3_semitones_2.wav,0.7507385611534119,0.23999454081058505,0.8
0uLI6BnVh6w_-3_semitones_4.wav,0.4981019198894501,0.05710444226861,0.3855421686746988
Jtv4satRsP0_1_semitones_4.wav,0.8701746463775635,0.4762822091579437,0.5595238095238095
42O51bcJyq0_-1_semitones_1.wav,0.8897393941879272,0.4141993522644043,0.8333333333333334
0uLI6BnVh6w_-3_semitones_5.wav,0.32475098967552185,0.03364364057779312,0.3855421686746988
Ws-QlpSltr8_2_semitones_9.wav,0.8621023297309875,0.6972940564155579,0.859375
Qr8eZSVaw10_-4_semitones_4.wav,0.8409824371337891,0.3582461774349213,0.4029850746268657
ahpmuikko3U_-5_semitones_9.wav,0.9290905594825744,0.10799571871757507,0.4382022471910113
bI8-2blisUM_4_semitones_7.wav,0.7712753415107727,0.4070255756378174,0.6153846153846154
SgJMnEdtTXA_5_semitones_2.wav,0.9114242196083068,0.4410420656204224,0.8474576271186439
SCBxmcwmX7U_-2_semitones_5.wav,0.8920086622238159,0.28715428709983826,0.6029411764705882
xQOXxmznGPg_-3_semitones_9.wav,0.8178209662437439,0.32274070382118225,0.75
SyZOAgXiPMw_-5_semitones_1.wav,0.8223022818565369,0.06302376836538315,0.3253012048192771
g20t_K9dlhU_original_2.wav,0.8732483386993408,0.44056051969528204,0.8
v2seHL0pwbg_5_semitones_8.wav,0.8384201526641846,0.08954311907291412,0.3896103896103896
OMR2W-7AyYU_-3_semitones_2.wav,0.907983124256134,0.20424848794937134,0.7746478873239436
zumMQrI_tMg_-3_semitones_4.wav,0.8338389396667479,0.24400049448013306,0.4819277108433735
RCJx5VW-fQI_original_9.wav,0.90684711933136,0.2424653321504593,0.7246376811594203
0uLI6BnVh6w_-2_semitones_3.wav,0.9164052605628968,0.2309851497411728,0.3855421686746988
n4HTXYR-2AI_2_semitones_7.wav,0.8696261644363403,0.25017622113227844,0.875
vMcFA2x23FE_5_semitones_1.wav,0.8726848363876343,0.0896330177783966,0.14444444444444446
oxKbrl4kyg8_1_semitones_5.wav,0.8015755414962769,0.2085728496313095,0.8363636363636363
GphIn74Weu0_-1_semitones_6.wav,0.8105189204216003,0.3396837115287781,0.5408163265306123
1Ngn3fZIK2E_5_semitones_4.wav,0.9188818335533142,0.6641321182250977,0.3764705882352941
JQTlG7NxJek_5_semitones_8.wav,0.8909688591957092,0.17078350484371185,0.3953488372093023
-MqZKMbOYEA_original_1.wav,0.8879444003105164,0.09663548320531844,0.8082191780821918
a8cJLohQ_Jg_2_semitones_4.wav,0.8548133969306946,0.5612043142318726,0.5243902439024389
-MqZKMbOYEA_2_semitones_7.wav,0.8665361404418945,0.1353227198123932,0.8082191780821918
gv7BRXvZJbI_-3_semitones_3.wav,0.8885825872421265,0.2472798526287079,0.7042253521126759
d7to9URtLZ4_2_semitones_2.wav,0.9202855229377748,0.1557445377111435,0.7397260273972602
C5VCGM2J5ls_5_semitones_6.wav,0.8435372114181519,0.07432365417480469,0.6071428571428571
SCBxmcwmX7U_3_semitones_2.wav,0.8685100674629211,0.4556062519550324,0.6029411764705882
hV-FwW1LgxU_4_semitones_3.wav,0.8536160588264465,0.3554173409938812,0.5833333333333334
XgwqnGG-pbI_2_semitones_5.wav,0.8685437440872192,0.10356060415506364,0.5189873417721519
SZaZU_qi6Xc_-3_semitones_2.wav,0.9017844200134276,0.6854979991912842,0.6551724137931034
rWznOAwxM1g_-1_semitones_6.wav,0.8626259565353394,0.09772400557994844,0.7213114754098361
BEo0rqOZIng_2_semitones_9.wav,0.9063602685928344,0.08011646568775177,0.875
zaCbuB3w0kg_-4_semitones_7.wav,0.7690140008926392,0.3196054995059967,0.6526315789473685
Jg9NbDizoPM_3_semitones_8.wav,0.9183422923088074,0.7650495171546936,0.8181818181818182
1CrxzClzLvs_original_9.wav,0.4601943790912628,0.1322103589773178,0.6585365853658537
YEq-cvq_cK4_-1_semitones_8.wav,0.8951337337493896,0.6575227975845337,0.632183908045977
cUKD9tEeBp0_2_semitones_1.wav,0.8716364502906799,0.3632451891899109,0.6027397260273972
RhBb77hG0iw_4_semitones_9.wav,0.8163266181945801,0.5710073709487915,0.803030303030303
uUfPwlxFFJM_-5_semitones_6.wav,0.8871164917945862,0.7361437082290649,0.7976190476190477
sPlXrbVLdO8_-3_semitones_9.wav,0.8813901543617249,0.4277825057506561,0.4935064935064935
uo6VU4euIbY_-2_semitones_4.wav,0.8846514225006104,0.18660558760166168,0.72
bd5m12UEHWI_-3_semitones_3.wav,0.9166866540908812,0.08116144686937332,0.726027397260274
9DP0yMwvyWE_original_9.wav,0.5826674699783325,0.3348437547683716,0.4536082474226804
XkC8Uzl9pCY_4_semitones_3.wav,0.8267899155616759,0.2413826137781143,0.7692307692307693
PYM9NUU9Roc_2_semitones_5.wav,0.919769525527954,0.5044487118721008,0.726027397260274
PQAIxeSIQU4_-2_semitones_7.wav,0.625658392906189,0.4058301746845245,0.6949152542372882
mWfWyhzC22U_-4_semitones_2.wav,0.9157482385635376,0.7895635962486267,0.8235294117647058
9odM1BRqop4_4_semitones_4.wav,0.7938334345817566,0.2544093132019043,0.6263736263736264
F64yFFnZfkI_4_semitones_5.wav,0.913018524646759,0.7388985157012941,0.6935483870967742
F64yFFnZfkI_2_semitones_4.wav,0.9283865094184875,0.5445659160614014,0.6935483870967742
6pARjpdqxYQ_4_semitones_6.wav,0.7539005875587463,0.31798553466796875,0.5625
CXm7hPs_als_original_1.wav,0.9093210697174072,0.2110532373189926,0.7605633802816901
pssWSj42t8M_-1_semitones_4.wav,0.08287155628204346,0.0,0.9310344827586208
gwsaElRJI2M_-4_semitones_2.wav,0.8620765209197998,0.4663499593734741,0.6351351351351351
mWfWyhzC22U_1_semitones_4.wav,0.8237162828445435,0.23805294930934906,0.8235294117647058
HwcCBnfhsR4_1_semitones_2.wav,0.8004690408706665,0.2819148898124695,0.6875
hejXc_FSYb8_-2_semitones_8.wav,0.8703535199165344,0.04047075286507607,0.8701298701298701
HMvXE4Zs6ZA_-5_semitones_5.wav,0.8883212208747864,0.24308402836322784,0.6081081081081081
hjIhCG_nIPA_-5_semitones_7.wav,0.8372491598129272,0.2922252118587494,0.6962025316455697
Mme9REVuidw_4_semitones_1.wav,0.8681860566139221,0.3600655794143677,0.6818181818181818
vMcFA2x23FE_-2_semitones_2.wav,0.8680816292762756,0.14445383846759796,0.14444444444444446
hMWoOunsMFM_3_semitones_2.wav,0.7728070020675659,0.18373745679855347,0.875
hn3wJ1_1Zsg_-2_semitones_9.wav,0.860540509223938,0.2216903865337372,0.5733333333333334
MY4YJxn-9Og_5_semitones_3.wav,0.9071035385131836,0.2392798513174057,0.42857142857142855
SgJMnEdtTXA_2_semitones_6.wav,0.9016392230987548,0.2455337643623352,0.8474576271186439
dvf--10EYXw_4_semitones_3.wav,0.9105567932128906,0.06589893996715546,0.42168674698795183
aIyqRdrHodE_2_semitones_4.wav,0.9249486327171326,0.5918298959732056,0.625
zumMQrI_tMg_2_semitones_2.wav,0.8791877627372742,0.3639205694198608,0.4819277108433735
oxKbrl4kyg8_original_9.wav,0.7280189394950867,0.2658318877220154,0.8363636363636363
WrRAZVJGImw_original_1.wav,0.912833571434021,0.24265947937965396,0.7362637362637363
ey4Fc9DP5Rw_5_semitones_9.wav,0.8575806021690369,0.7272970676422119,0.7052631578947368
1wpJkzCWHcI_3_semitones_4.wav,0.9198869466781616,0.1520143300294876,0.5066666666666667
PYM9NUU9Roc_-2_semitones_4.wav,0.8660873174667358,0.3570921123027801,0.726027397260274
tXvpe2GbUec_-2_semitones_1.wav,0.8357389569282532,0.2161204069852829,0.7567567567567568
D4nWzd63jV4_-5_semitones_6.wav,0.8355526924133301,0.2857956290245056,0.4666666666666667
lYxcW8jtFw0_3_semitones_3.wav,0.7426129579544067,0.4966526329517365,0.6263736263736264
TeH7sCVCMJk_-4_semitones_4.wav,0.8903809785842896,0.15960711240768433,0.8717948717948718
IrtcCSE2bVY_5_semitones_3.wav,0.8754177093505859,0.2645798325538635,0.472972972972973
RCJx5VW-fQI_-4_semitones_6.wav,0.832407534122467,0.15981271862983704,0.7246376811594203
XkC8Uzl9pCY_1_semitones_1.wav,0.6424619555473328,0.06313547492027283,0.7692307692307693
u8BxVzRG9bE_4_semitones_3.wav,0.9140198230743408,0.03756696730852127,0.8840579710144928
ahpmuikko3U_original_2.wav,0.9233591556549072,0.09963920712471007,0.4382022471910113
co6WMzDOh1o_-1_semitones_9.wav,0.7230215668678284,0.07668652385473251,0.2268041237113402
72T4j04MS8o_-4_semitones_1.wav,0.7150301337242126,0.062055353075265884,0.3647058823529412
lYxcW8jtFw0_3_semitones_6.wav,0.8765560388565063,0.7986218929290771,0.6263736263736264
TFv9Kcym9dg_-1_semitones_2.wav,0.8467202186584473,0.2303503006696701,0.7142857142857143
a8cJLohQ_Jg_original_1.wav,0.8932310342788696,0.3871399760246277,0.5243902439024389
-8cFfkyk7vA_2_semitones_9.wav,0.9138646721839904,0.4161482453346253,0.3625
7pcZIsJNlAs_5_semitones_3.wav,0.8737476468086243,0.2908812761306763,0.6857142857142857
PQAIxeSIQU4_original_6.wav,0.676452100276947,0.3592940866947174,0.6949152542372882
jII5qoCrzYE_-2_semitones_3.wav,0.8705317974090576,0.03976403176784515,0.3896103896103896
VVRszjvg3_U_-1_semitones_4.wav,0.8342542052268982,0.8695825338363647,0.8369565217391305
RLMl1umHgp0_-4_semitones_9.wav,0.8942902684211731,0.2456009089946747,0.375
7zz-nEVKZdc_-5_semitones_8.wav,0.8185064792633057,0.5224431753158569,0.7088607594936709
DyQ_9p6y89c_2_semitones_2.wav,0.8813965320587158,0.4633679687976837,0.7313432835820896
YOKq1VmEbtc_5_semitones_4.wav,0.902167022228241,0.5023870468139648,0.4
-MqZKMbOYEA_1_semitones_4.wav,0.9061277508735656,0.4415381252765656,0.8082191780821918
lYxcW8jtFw0_original_6.wav,0.8477463722229004,0.7381329536437988,0.6263736263736264
thc1MtNagC8_-4_semitones_9.wav,0.9062687158584596,0.7122926712036133,0.6944444444444444
EVSuxb6Ywcg_4_semitones_6.wav,0.9109944105148317,0.2077774703502655,0.26881720430107525
1wpJkzCWHcI_5_semitones_8.wav,0.8397786617279053,0.2862003445625305,0.5066666666666667
pssWSj42t8M_3_semitones_7.wav,0.8796828389167786,0.5861423015594482,0.9310344827586208
haCay85cpvo_-2_semitones_6.wav,0.917095184326172,0.34199005365371704,0.4868421052631579
F64yFFnZfkI_original_1.wav,0.9096131324768066,0.7333491444587708,0.6935483870967742
mWfWyhzC22U_-4_semitones_4.wav,0.9033211469650269,0.28993818163871765,0.8235294117647058
1Ngn3fZIK2E_1_semitones_6.wav,0.8328148126602173,0.4497766494750977,0.3764705882352941
j1c70vRHdhQ_2_semitones_6.wav,0.8535459041595459,0.2563701868057251,0.8241758241758241
zEWSSod0zTY_-1_semitones_5.wav,0.8693196773529053,0.6889135241508484,0.6349206349206349
SCBxmcwmX7U_5_semitones_8.wav,0.8785545825958252,0.3113246560096741,0.6029411764705882
ZvrysfBDzSs_-5_semitones_9.wav,0.8657121658325195,0.028101826086640358,0.4545454545454545
gwsaElRJI2M_1_semitones_3.wav,0.8865034580230713,0.3719474971294403,0.6351351351351351
2ySLmwsfP4Q_-2_semitones_6.wav,0.8313491344451904,0.3946567177772522,0.92
ftjEcrrf7r0_3_semitones_6.wav,0.8897495865821838,0.4436838030815125,0.5142857142857142
ey4Fc9DP5Rw_2_semitones_6.wav,0.7827203273773193,0.5570804476737976,0.7052631578947368
hjIhCG_nIPA_1_semitones_3.wav,0.7655503153800964,0.3145541548728943,0.6962025316455697
sjlkxcwhpwA_2_semitones_5.wav,0.9028167128562928,0.15413165092468262,0.21978021978021975
EfZ-dVDySzc_-5_semitones_5.wav,0.8960188031196594,0.2172955572605133,0.6333333333333333
g20t_K9dlhU_4_semitones_2.wav,0.8242805004119873,0.2784334123134613,0.8
CXm7hPs_als_-4_semitones_6.wav,0.9491367340087892,0.6259390115737915,0.7605633802816901
v2seHL0pwbg_-5_semitones_4.wav,0.8737537860870361,0.05165265500545502,0.3896103896103896
co6WMzDOh1o_-1_semitones_6.wav,0.8385164141654968,0.19984810054302216,0.2268041237113402
