youtube_id,Music,Musical instrument,memorability_score
SQBuVfTX1ME_original_7.wav,0.44312819838523865,0.10243743658065796,0.8
gue_crpFdSE_original_9.wav,0.8856503367424011,0.4481370747089386,0.4117647058823529
Tfypj4UwvvA_original_5.wav,0.8749306201934814,0.4532095491886139,0.7380952380952381
gv7BRXvZJbI_original_4.wav,0.8774503469467163,0.2965912222862244,0.7042253521126759
SZaZU_qi6Xc_original_3.wav,0.901365041732788,0.724258542060852,0.6551724137931034
VlWs8ey2nyg_original_7.wav,0.8741167187690735,0.3359103500843048,0.9
g20t_K9dlhU_original_2.wav,0.8732483386993408,0.44056051969528204,0.8
RCJx5VW-fQI_original_9.wav,0.90684711933136,0.2424653321504593,0.7246376811594203
-MqZKMbOYEA_original_1.wav,0.8879444003105164,0.09663548320531844,0.8082191780821918
1CrxzClzLvs_original_9.wav,0.4601943790912628,0.1322103589773178,0.6585365853658537
9DP0yMwvyWE_original_9.wav,0.5826674699783325,0.3348437547683716,0.4536082474226804
CXm7hPs_als_original_1.wav,0.9093210697174072,0.2110532373189926,0.7605633802816901
oxKbrl4kyg8_original_9.wav,0.7280189394950867,0.2658318877220154,0.8363636363636363
WrRAZVJGImw_original_1.wav,0.912833571434021,0.24265947937965396,0.7362637362637363
ahpmuikko3U_original_2.wav,0.9233591556549072,0.09963920712471007,0.4382022471910113
a8cJLohQ_Jg_original_1.wav,0.8932310342788696,0.3871399760246277,0.5243902439024389
PQAIxeSIQU4_original_6.wav,0.676452100276947,0.3592940866947174,0.6949152542372882
lYxcW8jtFw0_original_6.wav,0.8477463722229004,0.7381329536437988,0.6263736263736264
F64yFFnZfkI_original_1.wav,0.9096131324768066,0.7333491444587708,0.6935483870967742
zk04E79riMQ_original_5.wav,0.8242859244346619,0.31601324677467346,0.6344086021505376
Mme9REVuidw_original_3.wav,0.8125720024108887,0.6445634365081787,0.6818181818181818
Ws-QlpSltr8_original_5.wav,0.8717633485794067,0.468590497970581,0.859375
0QN9KLFWn7I_original_9.wav,0.8756946921348572,0.152107372879982,0.5652173913043478
JQTlG7NxJek_original_6.wav,0.8960441946983337,0.07439922541379929,0.3953488372093023
GsPq9mzFNGY_original_1.wav,0.8939301371574402,0.559235155582428,0.5507246376811594
bd5m12UEHWI_original_9.wav,0.937747359275818,0.1609504371881485,0.726027397260274
RHGfkuJv0j0_original_2.wav,0.7805817127227783,0.37545245885849,0.6547619047619048
1X0SdKtnwo8_original_7.wav,0.8015493750572205,0.4300174415111542,0.44
uUfPwlxFFJM_original_1.wav,0.8927581310272217,0.7656059265136719,0.7976190476190477
ZIiQ1jMqhVM_original_9.wav,0.9286357164382936,0.6644883155822754,0.7361111111111112
ey4Fc9DP5Rw_original_8.wav,0.16756078600883484,0.032764412462711334,0.7052631578947368
Qr8eZSVaw10_original_7.wav,0.8800067305564879,0.4986074268817902,0.4029850746268657
7pcZIsJNlAs_original_3.wav,0.8559122085571289,0.1184871792793274,0.6857142857142857
HMvXE4Zs6ZA_original_8.wav,0.8870809078216553,0.3936188519001007,0.6081081081081081
gFnNr5vr5bQ_original_1.wav,0.7511433362960815,0.07278572022914886,0.7692307692307693
co6WMzDOh1o_original_9.wav,0.7060043215751648,0.06220908835530281,0.2268041237113402
d6BzCEkGd3I_original_1.wav,0.7839143872261047,0.4517715871334076,0.902439024390244
7zz-nEVKZdc_original_5.wav,0.8773378729820251,0.5187044143676758,0.7088607594936709
MY4YJxn-9Og_original_2.wav,0.9089664816856384,0.14603403210639954,0.42857142857142855
1CrxzClzLvs_original_3.wav,0.6781326532363892,0.26657652854919434,0.6585365853658537
6MSYrN4YfKY_original_3.wav,0.9055414199829102,0.6358783841133118,0.7042253521126759
v2seHL0pwbg_original_7.wav,0.8851821422576904,0.07228779047727585,0.3896103896103896
PYM9NUU9Roc_original_1.wav,0.9176225662231444,0.4835933744907379,0.726027397260274
GQT8ejgV2_A_original_4.wav,0.6604655981063843,0.2161699086427689,0.7777777777777778
a8cJLohQ_Jg_original_2.wav,0.8662278056144714,0.5036221742630005,0.5243902439024389
aQ06TfyA1Ks_original_9.wav,0.8995484113693237,0.4680670201778412,0.5921052631578947
3DCHLwOqtJs_original_9.wav,0.8832434415817261,0.5937680006027222,0.7702702702702703
99f0oH45TVc_original_4.wav,0.8525355458259583,0.4576208293437958,0.75
6pARjpdqxYQ_original_2.wav,0.5123139023780823,0.08004382252693176,0.5625
XJT-fM4nBJU_original_6.wav,0.9168269634246826,0.20545552670955655,0.8714285714285714
19Q9l85Feqw_original_2.wav,0.7209113240242004,0.31092265248298645,0.6470588235294118
mWfWyhzC22U_original_3.wav,0.8896276950836182,0.5631930828094482,0.8235294117647058
E-8pyVBvCPQ_original_3.wav,0.8941078186035156,0.6552073359489441,0.7285714285714285
1lunUbvf35M_original_7.wav,0.8982881307601929,0.12642145156860352,0.5384615384615384
d7to9URtLZ4_original_9.wav,0.9322848916053772,0.3857808709144592,0.7397260273972602
bd5m12UEHWI_original_1.wav,0.9209694862365724,0.11659689992666245,0.726027397260274
4wgo8K28RNM_original_1.wav,0.6956193447113037,0.14076511561870575,0.6049382716049383
TnsOVDCq_b0_original_9.wav,0.8653036952018738,0.29903486371040344,0.7407407407407407
v0UvOsCi8mc_original_7.wav,0.9130319356918336,0.8642933964729309,0.6049382716049383
Jtv4satRsP0_original_3.wav,0.8837923407554626,0.21375814080238345,0.5595238095238095
FhvXg70ycrM_original_1.wav,0.7550162672996521,0.0274684727191925,0.6285714285714286
6MSYrN4YfKY_original_8.wav,0.8978714346885681,0.1614629626274109,0.7042253521126759
2UL-1MOlSPw_original_8.wav,0.8845632672309875,0.1861688047647476,0.5104166666666666
gFnNr5vr5bQ_original_4.wav,0.5888150930404663,0.3969790935516357,0.7692307692307693
7E_a_VKjcl8_original_4.wav,0.8925938606262207,0.5906940698623657,0.8157894736842105
6pARjpdqxYQ_original_3.wav,0.8133169412612915,0.2384505420923233,0.5625
7ZgPGMfUVek_original_1.wav,0.8505824208259583,0.2635221481323242,0.8771929824561403
C90sY_Ht6Ig_original_9.wav,0.7873555421829224,0.4437505900859833,0.4222222222222222
7zz-nEVKZdc_original_9.wav,0.8722543716430664,0.475503921508789,0.7088607594936709
RoeRU5zxkak_original_9.wav,0.8929728865623474,0.20602236688137052,0.3835616438356164
gue_crpFdSE_original_8.wav,0.8938834667205809,0.4122723639011383,0.4117647058823529
hV-FwW1LgxU_original_4.wav,0.8870648741722107,0.14463305473327634,0.5833333333333334
Jg9NbDizoPM_original_8.wav,0.9262072443962096,0.7240099310874939,0.8181818181818182
ZvrysfBDzSs_original_7.wav,0.8793557286262512,0.03106673806905746,0.4545454545454545
co6WMzDOh1o_original_2.wav,0.8748487830162048,0.20673154294490811,0.2268041237113402
u8BxVzRG9bE_original_1.wav,0.8805992603302002,0.2288585603237152,0.8840579710144928
1X0SdKtnwo8_original_2.wav,0.7854994535446167,0.3772343993186951,0.44
SubIr_Fyp4M_original_5.wav,0.8418874144554138,0.15140140056610107,0.902439024390244
xhmtXrtLkgo_original_4.wav,0.9036739468574524,0.16829244792461395,0.8974358974358975
IYnu4-69fTA_original_4.wav,0.8710595369338989,0.2903115451335907,0.8775510204081632
-8cFfkyk7vA_original_1.wav,0.882783055305481,0.0449422150850296,0.3625
E-8pyVBvCPQ_original_4.wav,0.9211161136627196,0.8533604145050049,0.7285714285714285
AjGkbFqi67c_original_3.wav,0.8070123195648193,0.12452203035354616,0.7454545454545455
thc1MtNagC8_original_6.wav,0.9195349812507628,0.8596202731132507,0.6944444444444444
JeGhUESd_1o_original_9.wav,0.6639714241027832,0.3602807819843292,0.6436781609195402
Jg9NbDizoPM_original_3.wav,0.8913353085517883,0.5829234123229979,0.8181818181818182
aIJuCcGFJkc_original_7.wav,0.8333182334899902,0.20793281495571134,0.7333333333333333
hed6HkYNA7g_original_4.wav,0.8125155568122864,0.20417706668376925,0.6571428571428571
19Q9l85Feqw_original_7.wav,0.7174946069717407,0.19207626581192014,0.6470588235294118
72T4j04MS8o_original_6.wav,0.8268993496894836,0.5765256881713867,0.3647058823529412
3ObVN3QQiZ8_original_7.wav,0.9033646583557128,0.1760651022195816,0.4430379746835443
d7to9URtLZ4_original_4.wav,0.9221964478492736,0.2578024566173553,0.7397260273972602
HiPkwl5p1GY_original_9.wav,0.8666509985923767,0.10949578881263733,0.8024691358024691
1Ngn3fZIK2E_original_5.wav,0.8362175226211548,0.6391623020172119,0.3764705882352941
gwsaElRJI2M_original_5.wav,0.8723435401916504,0.5301674008369446,0.6351351351351351
hjZqVw3qI9E_original_7.wav,0.8953590989112854,0.18165656924247744,0.6271186440677966
C5VCGM2J5ls_original_2.wav,0.8843309879302979,0.1723356693983078,0.6071428571428571
9odM1BRqop4_original_1.wav,0.7968001961708069,0.4982703030109406,0.6263736263736264
i0MrGb1hT2U_original_8.wav,0.7826380133628845,0.25881341099739075,0.59375
Ib7m3Qh-4O4_original_4.wav,0.8271092176437378,0.2610013484954834,0.5466666666666666
