track,score
normalize_5s_intro_thc1MtNagC8.wav,0.6857142857142857
normalize_5s_intro_Wo2qUD1g7xM.wav,0.6666666666666666
normalize_5s_intro_3ObVN3QQiZ8.wav,0.44871794871794873
normalize_5s_intro_S-zQJFRX5Fg.wav,0.881578947368421
normalize_5s_intro_SyZOAgXiPMw.wav,0.3253012048192771
normalize_5s_intro_GQT8ejgV2_A.wav,0.7868852459016393
normalize_5s_intro_PQAIxeSIQU4.wav,0.7068965517241379
normalize_5s_intro_E-8pyVBvCPQ.wav,0.75
normalize_5s_intro_Qr8eZSVaw10.wav,0.40298507462686567
normalize_5s_intro_p7j-tz1Cn4o.wav,0.589041095890411
normalize_5s_intro_nISI4qF55F4.wav,0.6901408450704225
normalize_5s_intro_RoeRU5zxkak.wav,0.3888888888888889
normalize_5s_intro_EygNk739nnY.wav,0.7361111111111112
normalize_5s_intro_w1G3rqVil1s.wav,0.7733333333333333
normalize_5s_intro_KKc_RMln5UY.wav,0.746268656716418
normalize_5s_intro_Ng2JdroNfC0.wav,0.7530864197530864
normalize_5s_intro_xc0sWhVhmkw.wav,0.6071428571428571
normalize_5s_intro_VVRszjvg3_U.wav,0.8333333333333334
normalize_5s_intro_C7u6rtswjCU.wav,0.7888888888888889
normalize_5s_intro_HiPkwl5p1GY.wav,0.8024691358024691
normalize_5s_intro_mYa_9d2Daas.wav,0.48148148148148145
normalize_5s_intro_6MSYrN4YfKY.wav,0.7
normalize_5s_intro_O2q_9lBDM7I.wav,0.44047619047619047
normalize_5s_intro_7E_a_VKjcl8.wav,0.8133333333333334
normalize_5s_intro_a8cJLohQ_Jg.wav,0.5308641975308642
normalize_5s_intro_7zz-nEVKZdc.wav,0.7272727272727273
normalize_5s_intro_JeGhUESd_1o.wav,0.6395348837209303
normalize_5s_intro_IN1f9k8qVDk.wav,0.524390243902439
normalize_5s_intro_RhBb77hG0iw.wav,0.8
normalize_5s_intro_qAiwzv8N7rM.wav,0.875
normalize_5s_intro_AoB8koE95C0.wav,0.5444444444444444
normalize_5s_intro_j3DigipQ_hQ.wav,0.6774193548387096
normalize_5s_intro_1X0SdKtnwo8.wav,0.44594594594594594
normalize_5s_intro_RCJx5VW-fQI.wav,0.7352941176470589
normalize_5s_intro_S_-qkv0NZ1g.wav,0.46808510638297873
normalize_5s_intro_C90sY_Ht6Ig.wav,0.4157303370786517
normalize_5s_intro_Z5gvqq3ChII.wav,0.8873239436619719
normalize_5s_intro_zumMQrI_tMg.wav,0.4819277108433735
normalize_5s_intro_gwsaElRJI2M.wav,0.6388888888888888
normalize_5s_intro_ftjEcrrf7r0.wav,0.5072463768115942
normalize_5s_intro_ZBBS4imv1qo.wav,0.6987951807228916
normalize_5s_intro_DyQ_9p6y89c.wav,0.7272727272727273
normalize_5s_intro_vgZv7Uu4YrA.wav,0.620253164556962
normalize_5s_intro_wcLXjQLwSBE.wav,0.6027397260273972
normalize_5s_intro_7LuQQP-DAoc.wav,0.618421052631579
normalize_5s_intro_BEo0rqOZIng.wav,0.8717948717948718
normalize_5s_intro_n4HTXYR-2AI.wav,0.8709677419354839
normalize_5s_intro_72T4j04MS8o.wav,0.36470588235294116
normalize_5s_intro_6TT_UgrRHq8.wav,0.6730769230769231
normalize_5s_intro_uo8qDCDZhK0.wav,1.0
normalize_5s_intro_Et-YdmSo_3A.wav,0.6477272727272727
normalize_5s_intro_oxKbrl4kyg8.wav,0.8333333333333334
normalize_5s_intro_XgwqnGG-pbI.wav,0.5194805194805194
normalize_5s_intro_1wpJkzCWHcI.wav,0.4931506849315068
normalize_5s_intro_bwQ49N0jVvE.wav,0.8472222222222222
normalize_5s_intro_OMR2W-7AyYU.wav,0.7746478873239436
normalize_5s_intro_sjlkxcwhpwA.wav,0.2222222222222222
normalize_5s_intro_4F1wvsJXXVY.wav,0.828125
normalize_5s_intro_YEq-cvq_cK4.wav,0.6352941176470588
normalize_5s_intro_42O51bcJyq0.wav,0.8571428571428571
normalize_5s_intro_5FYAICvv-d0.wav,0.5
normalize_5s_intro_yBzk2xXE9yg.wav,0.5294117647058824
normalize_5s_intro_zEWSSod0zTY.wav,0.639344262295082
normalize_5s_intro_dvf--10EYXw.wav,0.43209876543209874
normalize_5s_intro_xQOXxmznGPg.wav,0.7702702702702703
normalize_5s_intro_hMWoOunsMFM.wav,0.875
normalize_5s_intro_TnsOVDCq_b0.wav,0.759493670886076
normalize_5s_intro_Yh78Ll6-ODQ.wav,0.7127659574468085
normalize_5s_intro_IYnu4-69fTA.wav,0.8775510204081632
normalize_5s_intro_SubIr_Fyp4M.wav,0.9024390243902439
normalize_5s_intro_WrRAZVJGImw.wav,0.7444444444444445
normalize_5s_intro_gFnNr5vr5bQ.wav,0.7692307692307693
normalize_5s_intro_j9KKh215HTs.wav,0.5316455696202531
normalize_5s_intro_XBTT9tSVsh0.wav,0.717948717948718
normalize_5s_intro_u8BxVzRG9bE.wav,0.8955223880597015
normalize_5s_intro_SQBuVfTX1ME.wav,0.7974683544303798
normalize_5s_intro_-MqZKMbOYEA.wav,0.8055555555555556
normalize_5s_intro_IpniN1Wq68Y.wav,0.7466666666666667
normalize_5s_intro_1lunUbvf35M.wav,0.546875
normalize_5s_intro_zk04E79riMQ.wav,0.6413043478260869
normalize_5s_intro_uUfPwlxFFJM.wav,0.7951807228915663
normalize_5s_intro_Ws-QlpSltr8.wav,0.8571428571428571
normalize_5s_intro_xT1eOeXlTXg.wav,0.21428571428571427
normalize_5s_intro_1Ngn3fZIK2E.wav,0.38095238095238093
normalize_5s_intro_2JL_KcEzkqg.wav,0.6410256410256411
normalize_5s_intro_4jvQFLlRQlo.wav,0.5774647887323944
normalize_5s_intro_AjGkbFqi67c.wav,0.7407407407407407
normalize_5s_intro_ahpmuikko3U.wav,0.4367816091954023
normalize_5s_intro_sY5wXfgspQI.wav,0.4
normalize_5s_intro_HMvXE4Zs6ZA.wav,0.6027397260273972
normalize_5s_intro_gv7BRXvZJbI.wav,0.704225352112676
normalize_5s_intro_4wgo8K28RNM.wav,0.6049382716049383
normalize_5s_intro_2ySLmwsfP4Q.wav,0.92
normalize_5s_intro_MY4YJxn-9Og.wav,0.43333333333333335
normalize_5s_intro_3gjfHYZ873o.wav,0.40594059405940597
normalize_5s_intro_csHiDQXIggE.wav,0.7619047619047619
normalize_5s_intro_C5VCGM2J5ls.wav,0.5975609756097561
normalize_5s_intro_ey4Fc9DP5Rw.wav,0.7021276595744681
normalize_5s_intro_bI7xde9-3BI.wav,0.5882352941176471
normalize_5s_intro_EfZ-dVDySzc.wav,0.6206896551724138
normalize_5s_intro_Zh3uBgwow8A.wav,0.8
normalize_5s_intro_JQTlG7NxJek.wav,0.40476190476190477
normalize_5s_intro_1CrxzClzLvs.wav,0.6666666666666666
normalize_5s_intro_0aC-jOKuBFE.wav,0.3333333333333333
normalize_5s_intro_xePw8n4xu8o.wav,0.573170731707317
normalize_5s_intro_lEHM9HZf0IA.wav,0.5942028985507246
normalize_5s_intro_xhmtXrtLkgo.wav,0.8974358974358975
normalize_5s_intro_hHItMz0gfaU.wav,0.6714285714285714
normalize_5s_intro_99f0oH45TVc.wav,0.7619047619047619
normalize_5s_intro_co6WMzDOh1o.wav,0.22916666666666666
